% Model:              FEM_BEM_model_stl_ThreeProlSpheroids.mph
% Version:            COMSOL 6.3.0.335
% Date:               Oct 10 2025, 15:17
% Table:              Table 2 - TS_D_far
% f0 (1/s)               freq (Hz)                TS_Global_var_Point      Evaluate in the domain at the given coordinates in Geometry 1 (Pa), Ps_Global_var_Point
36800                                             36800                                             -37.79325287690406                                2.470583782485658E-4-7.381630169456255E-5i
36950                                             36950                                             -49.07479444051984                                6.750592443316439E-6-7.002962612401298E-5i
37100                                             37100                                             -47.35788352860887                                8.081420485178681E-5+2.8614656764069935E-5i
37250                                             37250                                             -74.93127713948468                                2.157397360036395E-6+2.8629528721069164E-6i
37400                                             37400                                             -38.6999579891933                                 1.3696750059205565E-4+1.8761380825282892E-4i
37550                                             37550                                             -37.41212690816869                                2.592715502734988E-4-7.323478207488243E-5i
37700                                             37700                                             -48.72267422644566                                8.166708911405696E-6-7.280836783030153E-5i
37850                                             37850                                             -46.859479953292734                               8.528622845593858E-5+3.1141065330753115E-5i
38000                                             38000                                             -71.78011157201136                                3.384462997690907E-6+3.885157779159876E-6i
38150                                             38150                                             -39.16695930326475                                1.226293758017083E-4+1.8281104243489388E-4i
38300                                             38300                                             -37.58800832946412                                2.5620385024360814E-4-6.374810605358494E-5i
38450                                             38450                                             -48.817969946264284                               1.0119795455343361E-5-7.175544155979541E-5i
38600                                             38600                                             -46.91457082386088                                8.38865547123091E-5+3.320606946044524E-5i
38750                                             38750                                             -71.81258170345725                                3.260332017362977E-6+3.9650373926392035E-6i
38900                                             38900                                             -39.177262955602394                               1.1819662058942804E-4+1.8539840828479814E-4i
39050                                             39050                                             -37.57955316487138                                2.5771930778489827E-4-5.848786043893828E-5i
39200                                             39200                                             -48.786024941358846                               1.133930557256635E-5-7.184317908348614E-5i
39350                                             39350                                             -46.839298131196685                               8.43022653813641E-5+3.427873666750347E-5i
39500                                             39500                                             -71.71532123623261                                3.3112111394451027E-6+3.997994904469948E-6i
39650                                             39650                                             -38.50996631881361                                1.4651706352164506E-4+1.868281007192385E-4i
39800                                             39800                                             -38.410801223859494                               2.4015096603141606E-4-1.2191810517814261E-6i
39950                                             39950                                             -49.16550330740807                                1.8082432604649146E-5-6.72341771978946E-5i
40100                                             40100                                             -47.15115947122078                                7.797847236856725E-5+4.034103799743782E-5i
40250                                             40250                                             -71.89706013188348                                2.8293921729982685E-6+4.2235290351744226E-6i
40400                                             40400                                             -39.358310772171095                               9.905294136713927E-5+1.912005262504346E-4i
40550                                             40550                                             -37.760030678407134                               2.5653533123537464E-4-3.4450915825545714E-5i
40700                                             40700                                             -48.983970296182704                               1.7554738860059427E-5-6.889233474671741E-5i
40850                                             40850                                             -47.06009437012468                                7.847567326269012E-5+4.1387713414997584E-5i
41000                                             41000                                             -71.85266916739246                                2.75794208226543E-6+4.301502759207487E-6i
41150                                             41150                                             -39.32094069513794                                9.564284099611298E-5+1.939646643551729E-4i
41300                                             41300                                             -37.73441872791153                                2.579989418036721E-4-2.8810807616297396E-5i
41450                                             41450                                             -48.967466244574126                               1.9226414580852946E-5-6.858506831941558E-5i
41600                                             41600                                             -47.04517291795434                                7.75464528024461E-5+4.341673277885594E-5i
41750                                             41750                                             -71.82967171386127                                2.6377899967067187E-6+4.392022153743014E-6i
41900                                             41900                                             -39.31128414107773                                9.05735573042965E-5+1.9664786648432298E-4i
42050                                             42050                                             -37.727466275727465                               2.588901187419168E-4-2.1849418728958625E-5i
42200                                             42200                                             -48.96440102755115                                2.111052975412031E-5-6.805508280616213E-5i
42350                                             42350                                             -47.03962166669912                                7.635145936585319E-5+4.559629517564279E-5i
42500                                             42500                                             -71.8102554580201                                 2.500370436475663E-6+4.484813551863809E-6i
42650                                             42650                                             -39.30716306626042                                8.492354751832298E-5+1.9926475891218765E-4i
42800                                             42800                                             -37.725157466984896                               2.59487428082239E-4-1.427095736694639E-5i
42950                                             42950                                             -48.965322725800995                               2.312920201558155E-5-6.738776872095009E-5i
43100                                             43100                                             -47.03835722979916                                7.492663187097515E-5+4.792567382150281E-5i
43250                                             43250                                             -71.80054710744098                                2.341407001782425E-6+4.576267269018608E-6i
43400                                             43400                                             -39.308027165648944                               7.823016183905462E-5+2.0196326543864274E-4i
43550                                             43550                                             -37.729510577915335                               2.597025317351842E-4-4.9314301715508435E-6i
43700                                             43700                                             -48.97645853518681                                2.58278814203039E-5-6.630228459780785E-5i
43850                                             43850                                             -47.05629541127888                                7.208433880107057E-5+5.178909782954655E-5i
44000                                             44000                                             -71.98425686700324                                1.6665549572025817E-6+4.748951773603238E-6i
44150                                             44150                                             -39.12411835293653                                9.616699094633363E-5+1.9922381482673224E-4i
44300                                             44300                                             -37.666392480461695                               2.6144516781811955E-4-1.0192066887015905E-5i
